2444,0,12:19:31,35.554,139.649, 0.001, 0.001, 0.007, 13.95,     0,     0
2506,0,12:19:31,35.554,139.649,-0.002,-0.001, 0.001,  4.54,     0,     0
2563,0,12:19:31,35.554,139.649,-0.003,-0.002, 0.004,   4.5,     0,     0
2622,0,12:19:31,35.554,139.649,-0.001, 0.001, 0.002,  4.32,     0,     0
2682,0,12:19:31,35.554,139.649,-0.002,-0.002, 0.003,  4.41,     0,     0
2740,0,12:19:31,35.554,139.649,-0.004, 0.001,   0.0,  4.47,     0,     0
2797,0,12:19:31,35.554,139.649,-0.006,   0.0, 0.003,   4.4,     0,     0
2856,0,12:19:31,35.554,139.649,-0.001, 0.001,   0.0,  4.45,     0,     0
2913,0,12:19:31,35.554,139.649,-0.001,-0.001,   0.0,  4.43,     0,     0
2972,0,12:19:32,35.554,139.649,-0.003,-0.001, 0.001,  4.46,     0,     0
3033,0,12:19:32,35.554,139.649,-0.003,-0.001, 0.004,  4.46,     0,     0
3093,0,12:19:32,35.554,139.649, 0.001, 0.002, 0.001,  0.18,     0,     0
3153,0,12:19:32,35.554,139.649,-0.006,-0.001, 0.003,  4.42,     0,     0
3210,0,12:19:32,35.554,139.649,-0.006,   0.0,   0.0,  4.53,     0,     0
3266,0,12:19:32,35.554,139.649,-0.003,-0.001,   0.0,   4.4,     0,     0
3324,0,12:19:32,35.554,139.649,-0.001, 0.001, 0.001,   4.4,     0,     0
3388,0,12:19:32,35.554,139.649, 0.002,-0.001,   0.0,  4.44,     0,     0
3446,0,12:19:32,35.554,139.649, 0.004,   0.0,   0.0,  4.41,     0,     0
3507,0,12:19:32,35.554,139.649,   0.0,   0.0,-0.002,  4.41,     0,     0
3565,0,12:19:32,35.554,139.649, 0.003,-0.001,-0.001,  4.49,     0,     0
3623,0,12:19:32,35.554,139.649, 0.006, 0.001, 0.002,  4.45,     0,     0
3679,0,12:19:32,35.554,139.649, 0.003,   0.0,-0.001,  4.43,     0,     0
3735,0,12:19:32,35.554,139.649, 0.001,-0.001, 0.002,  4.41,     0,     0
3794,0,12:19:32,35.554,139.649, 0.001, 0.002,   0.0,  4.39,     0,     0
3853,0,12:19:32,35.554,139.649, 0.007, 0.001,   0.0,  4.39,     0,     0
3910,0,12:19:32,35.554,139.649,   0.0, 0.001, 0.002,  4.39,     0,     0
3967,0,12:19:32,35.554,139.649,-0.001,-0.002, 0.001,  4.48,     0,     0
4029,0,12:19:33,35.554,139.649, 0.002,   0.0, 0.001,  4.43,     0,     0
4087,0,12:19:33,35.554,139.649, 0.001,   0.0, 0.004,  4.49,     0,     0
4147,0,12:19:33,35.554,139.649,-0.004, 0.001,   0.0,  0.26,     0,     0
4213,0,12:19:33,35.554,139.649,-0.003, 0.001,-0.001,  4.72,     0,     0
4277,0,12:19:33,35.554,139.649,   0.0,-0.001,   0.0,  4.46,     0,     0
4338,0,12:19:33,35.554,139.649,-0.003,-0.002,   0.0,  4.43,     0,     0
4397,0,12:19:33,35.554,139.649,-0.002,-0.002,   0.0,  4.44,     0,     0
4457,0,12:19:33,35.554,139.649,-0.001,-0.001,   0.0,  4.42,     0,     0
4515,0,12:19:33,35.554,139.649,   0.0,-0.001,   0.0,  4.45,     0,     0
4571,0,12:19:33,35.554,139.649,-0.002,   0.0, 0.001,  4.38,     0,     0
4629,0,12:19:33,35.554,139.649,   0.0,   0.0,-0.002,  4.45,     0,     0
4687,0,12:19:33,35.554,139.649, 0.006, 0.002, 0.001,  4.44,     0,     0
