2451,5,0,     0,     0,-0.007, 0.006, 0.003, 52.08,     0,     0,     0
3434,5,0,     0,     0, 0.003,-0.006,   0.0, 45.93,     0,     0,     0
3801,5,0,     0,     0,-0.002,-0.001,-0.001, 16.29,     0,     0,     0
3974,5,0,     0,     0,-0.007,-0.001,   0.0, 45.99,     0,     0,     0
4131,5,0,     0,     0,-0.007, 0.008, 0.001, 49.18,     0,     0,     0
4288,5,0,     0,     0, 0.008,-0.002,-0.001, 10.12,     0,     0,     0
4439,5,0,     0,     0,   0.0,-0.002,   0.0,  38.7,     0,     0,     0
4626,5,0,     0,     0,  0.01,-0.001,   0.0, 44.27,     0,     0,     0
4792,5,0,     0,     0,-0.002,-0.001, 0.001,  49.7,     0,     0,     0
4961,5,0,     0,     0, 0.018, 0.002,-0.001, 45.49,     0,     0,     0
5134,5,0,     0,     0, 0.014,-0.001,   0.0, 49.25,     0,     0,     0
5302,5,0,     0,     0, 0.006, 0.008, 0.003, 46.33,     0,     0,     0
5458,5,0,     0,     0, 0.006,-0.006,   0.0, 48.82,     0,     0,     0
5616,5,0,     0,     0, 0.002,-0.014,   0.0,  0.17,     0,     0,     0
5773,5,0,     0,     0,-0.014, 0.003, 0.001, 18.64,     0,     0,     0
5955,5,0,     0,     0, 0.004,-0.012,-0.001, 20.94,     0,     0,     0
6130,5,0,     0,     0,-0.011,-0.001, 0.002, 19.99,     0,     0,     0
6288,5,0,     0,     0, 0.001,-0.004,   0.0, 47.91,     0,     0,     0
6446,5,0,     0,     0,-0.003, 0.008, 0.002, 50.01,     0,     0,     0
6618,5,0,     0,     0, 0.017, -0.01,-0.002, 47.79,     0,     0,     0
6788,5,0,     0,     0,-0.017, 0.011, 0.003, 50.42,     0,     0,     0
6958,5,0,     0,     0, 0.004, 0.001, 0.002, 51.89,     0,     0,     0
7149,5,0,     0,     0, 0.019,-0.029,   0.0, 50.12,     0,     0,     0
7302,5,0,     0,     0,-0.056, 0.044, 0.001, 48.13,     0,     0,     0
7458,5,0,     0,     0, 0.021,-0.029, 0.001, 51.17,     0,     0,     0
7610,5,0,     0,     0, 0.037,-0.008,-0.003, 47.85,     0,     0,     0
7767,5,0,     0,     0,-0.014, 0.008, 0.001, 49.21,     0,     0,     0
7919,5,0,     0,     0, 0.073, 0.049,-0.034,  1.08,    40,   -40,     0
8079,5,0,     0,     0,-0.154,  0.03, 0.099, 12.85,    40,   -40,     0
8236,5,0,     0,     0, 0.011, 0.011, 0.006,  1.69,    40,   -40,     0
8414,5,0,     0,     0, 0.027,-0.019,-0.006, 27.93,     0,     0,     0
8573,5,0,     0,     0, 0.004, 0.032, 0.003, 50.92,     0,     0,     0
8728,5,0,     0,     0,-0.078, 0.151,-0.001, 47.66,     0,     0,     0
8880,5,0,     0,     0,-0.007, 0.014,   0.0, 11.72,     0,     0,     0
9033,5,0,     0,     0, 0.032, -0.02, 0.001, 47.75,     0,     0,     0
9188,5,0,     0,     0,  0.01,-0.003,   0.0, 49.54,     0,     0,     0
9342,5,0,     0,     0,-0.021, 0.017,   0.0, 15.62,     0,     0,     0
9513,5,0,     0,     0, 0.002, 0.001,-0.002, 36.41,     0,     0,     0
9675,5,0,     0,     0, 0.019,-0.013,   0.0, 49.84,     0,     0,     0
9829,5,0,     0,     0,-0.006, 0.006, 0.001, 12.32,     0,     0,     0
9984,5,0,     0,     0, -0.03,  0.03, 0.001, 38.65,     0,     0,     0
10135,5,0,     0,     0, 0.006,   0.0,-0.001, 44.71,     0,     0,     0
10289,5,0,     0,     0, 0.008,-0.018,-0.003, 25.87,     0,     0,     0
10442,5,0,     0,     0, 0.002,   0.0, 0.002, 37.67,     0,     0,     0
10593,5,0,     0,     0,-0.001, 0.008, 0.001, 47.51,     0,     0,     0
10787,5,0,     0,     0, 0.006, 0.003,-0.002, 50.55,     0,     0,     0
10962,5,0,     0,     0, 0.006,-0.006,-0.001, 10.29,     0,     0,     0
11117,5,0,     0,     0, 0.009,-0.002, 0.001, 44.99,     0,     0,     0
11268,5,0,     0,     0,-0.028, 0.026, 0.001, 43.65,     0,     0,     0
11419,5,0,     0,     0,-0.001, 0.008, 0.002, 15.07,     0,     0,     0
11570,5,0,     0,     0,-0.019, 0.006,   0.0,  51.0,     0,     0,     0
11728,5,0,     0,     0,  0.01,-0.018,-0.001, 51.96,     0,     0,     0
11881,5,0,     0,     0, 0.018,-0.017,-0.002, 18.49,     0,     0,     0
12040,5,0,     0,     0,-0.048, 0.039, 0.002, 47.09,     0,     0,     0
12191,5,0,     0,     0, 0.007,-0.006,-0.001,  0.18,     0,     0,     0
12346,5,0,     0,     0, 0.008,-0.016,-0.001, 13.54,     0,     0,     0
12512,5,0,     0,     0, 0.002, 0.001,-0.001, 50.08,     0,     0,     0
12667,5,0,     0,     0,-0.003, 0.002,   0.0, 52.24,     0,     0,     0
12819,5,0,     0,     0,-0.071,-0.112,-0.049,  8.16,    40,   -40,     0
12971,5,0,     0,     0,  0.08, 0.014, 0.011, 12.05,    40,   -40,     0
13144,5,0,     0,     0,-0.041, 0.041,-0.008,  1.51,    40,   -40,     0
