59019,1,1,6,0.283333,0.300000,9.12,2.36,2.71,-0.08,0.28,-0.19,0,0,0,
59252,1,1,6,0.283333,0.300000,9.15,2.39,2.56,0.22,0.02,0.06,0,0,0,
59484,1,1,6,0.283333,0.300000,9.27,2.27,2.23,-0.36,-0.08,-0.70,0,0,0,
59719,1,1,6,0.283333,0.300000,9.44,2.01,1.69,0.11,0.21,0.30,0,0,0,
60017,1,1,6,0.283333,0.300000,9.51,1.89,1.42,0.00,-0.01,-0.04,0,0,0,
60255,1,1,5,0.283333,0.300000,9.55,1.75,1.35,-0.30,0.02,0.12,0,0,0,
60487,1,1,5,0.283333,0.300000,9.52,1.84,1.40,-0.21,0.12,-0.24,0,0,0,
60722,1,1,3,0.283333,0.300000,9.53,1.89,1.29,-0.16,-0.08,0.26,0,0,0,
61016,1,1,1,0.283333,0.300000,9.59,1.59,1.26,-0.25,-0.11,0.05,0,0,0,
61249,1,1,1,0.283333,0.300000,9.61,1.55,1.11,-0.18,0.21,-0.10,0,0,0,
61485,1,1,5,0.283333,0.300000,9.60,1.69,0.97,-0.19,-0.11,-0.13,0,0,0,
61718,1,1,6,0.283333,0.300000,9.58,1.75,1.09,0.07,0.20,-0.10,0,0,0,
62011,1,1,7,0.283333,0.300000,9.33,2.42,1.76,-0.30,0.30,0.23,0,0,0,
62246,1,1,8,0.283333,0.300000,8.98,2.81,2.73,0.00,-0.28,-0.48,0,0,0,
62480,1,1,8,0.283333,0.300000,8.53,3.57,3.25,0.25,0.37,0.22,0,0,0,
62710,1,1,9,0.283333,0.300000,7.81,4.24,4.12,-0.27,-0.12,0.34,0,0,0,
63028,1,1,11,0.283333,0.300000,4.11,6.27,6.31,0.64,-0.30,-0.64,0,0,0,
63263,1,1,12,0.283333,0.300000,-1.63,7.19,6.45,0.06,-0.31,-0.13,0,0,0,
63498,1,1,7,0.283333,0.300000,-6.06,6.22,4.54,0.55,-1.09,0.13,0,0,0,
63732,1,1,4,0.283333,0.300000,-8.42,4.48,2.25,0.67,-0.65,-0.06,0,0,0,
64029,1,1,3,0.283333,0.300000,-9.65,1.72,0.13,0.33,-0.66,0.46,0,0,0,
64263,1,1,3,0.283333,0.300000,-9.75,1.01,-0.04,0.40,0.06,0.43,0,0,0,
64496,1,1,3,0.283333,0.300000,-9.76,0.85,0.18,-0.30,-0.14,0.57,0,0,0,
64732,1,1,4,0.283333,0.300000,-9.75,0.76,0.63,0.07,-0.01,0.06,0,0,0,
65027,1,1,5,0.283333,0.300000,-9.69,0.60,1.31,0.37,-0.12,-0.23,0,0,0,
65261,1,1,5,0.283333,0.300000,-9.72,0.85,0.93,0.43,-0.44,-0.64,0,0,0,
65497,1,1,5,0.283333,0.300000,-9.76,0.71,0.54,-0.12,0.00,0.24,0,0,0,
65735,1,1,4,0.283333,0.300000,-9.78,0.45,0.49,0.32,0.27,0.21,0,0,0,
66032,1,1,5,0.283333,0.300000,-9.71,0.80,1.03,0.80,-0.01,-0.55,0,0,0,
66267,1,1,3,0.283333,0.300000,-9.71,1.10,0.76,-0.28,-0.22,0.06,0,0,0,
66501,1,1,2,0.283333,0.300000,-9.78,0.36,0.61,0.00,0.27,0.10,0,0,0,
66733,1,1,3,0.283333,0.300000,-9.67,-0.07,1.57,0.48,0.80,-0.63,0,0,0,
67022,1,1,4,0.283333,0.300000,-9.67,0.85,1.36,0.24,0.07,-0.48,0,0,0,
67257,1,1,4,0.283333,0.300000,-9.74,0.77,0.74,0.21,0.04,0.26,0,0,0,
67491,1,1,3,0.283333,0.300000,-9.77,0.52,0.49,0.19,0.17,0.44,0,0,0,
67726,1,1,3,0.283333,0.300000,-9.77,0.55,0.62,0.98,0.26,0.27,0,0,0,
68027,1,1,3,0.283333,0.300000,-9.70,0.61,1.26,0.07,0.07,-0.27,0,0,0,
68260,1,1,3,0.283333,0.300000,-9.69,0.34,1.45,0.45,0.37,-0.50,0,0,0,
68495,1,1,3,0.283333,0.300000,-9.74,0.16,1.10,0.71,0.71,-0.25,0,0,0,
68728,1,1,3,0.283333,0.300000,-9.76,0.54,0.76,0.02,0.16,0.12,0,0,0,
69025,1,1,3,0.283333,0.300000,-9.69,1.16,0.92,-0.39,-0.52,-0.16,0,0,0,
69261,1,1,3,0.283333,0.300000,-9.70,0.78,1.13,0.50,-0.17,-0.40,0,0,0,
69499,1,1,3,0.283333,0.300000,-9.79,0.16,0.50,0.25,0.39,0.10,0,0,0,
69731,1,1,4,0.283333,0.300000,-9.80,0.30,0.17,-0.23,0.14,0.52,0,0,0,
70023,1,1,5,0.283333,0.300000,-9.72,1.10,0.64,0.47,-0.23,-0.14,0,0,0,
70260,1,1,5,0.283333,0.300000,-9.73,0.60,1.01,0.36,-0.16,-0.08,0,0,0,
70495,1,1,6,0.283333,0.300000,-9.75,-0.09,0.96,0.74,0.39,-0.05,0,0,0,
70728,1,1,5,0.283333,0.300000,-9.79,-0.29,0.45,0.61,0.69,0.43,0,0,0,
71028,1,1,5,0.283333,0.300000,-9.79,-0.09,0.43,0.64,0.44,0.47,0,0,0,
71266,1,1,5,0.283333,0.300000,-9.75,0.88,0.53,0.11,-0.39,0.34,0,0,0,
71500,1,1,5,0.283333,0.300000,-9.69,1.29,0.72,0.36,-0.80,0.24,0,0,0,
71734,1,1,5,0.283333,0.300000,-9.65,1.34,1.05,-0.23,-0.77,-0.15,0,0,0,
72029,1,1,5,0.283333,0.300000,-9.59,1.66,1.15,-0.68,-0.60,0.05,0,0,0,
72265,1,1,4,0.283333,0.300000,-9.76,0.17,0.85,0.26,0.26,-0.26,0,0,0,
72499,1,1,4,0.283333,0.300000,-9.79,-0.10,0.55,0.17,0.78,0.09,0,0,0,
72731,1,1,4,0.283333,0.300000,-9.79,0.41,0.16,0.16,0.17,0.81,0,0,0,
73021,1,1,4,0.283333,0.300000,-9.78,0.67,0.23,0.55,-0.17,0.58,0,0,0,
73259,1,1,4,0.283333,0.300000,-9.76,0.73,0.47,0.27,-0.40,0.34,0,0,0,
73492,1,1,4,0.283333,0.300000,-9.70,1.08,0.93,-0.16,-0.27,0.12,0,0,0,
73725,1,1,4,0.283333,0.300000,-9.73,0.48,1.09,0.56,-0.02,-0.29,0,0,0,
74028,1,1,4,0.283333,0.300000,-9.73,0.40,1.13,-0.19,0.17,-0.19,0,0,0,
74263,1,1,4,0.283333,0.300000,-9.72,0.48,1.14,0.46,-0.17,-0.16,0,0,0,
74497,1,1,5,0.283333,0.300000,-9.69,0.67,1.30,0.32,-0.09,-0.41,0,0,0,
74730,1,1,5,0.283333,0.300000,-9.69,0.63,1.34,-0.24,-0.17,-0.39,0,0,0,
75014,1,1,5,0.283333,0.300000,-9.74,0.40,1.05,0.56,0.07,-0.19,0,0,0,
75247,1,1,5,0.283333,0.300000,-9.77,0.09,0.80,0.74,0.40,-0.03,0,0,0,
75481,1,1,5,0.283333,0.300000,-9.71,0.01,1.30,0.13,0.16,-0.36,0,0,0,
75715,1,1,5,0.283333,0.300000,-9.69,0.57,1.35,-0.38,-0.02,-0.41,0,0,0,
76028,1,1,5,0.283333,0.300000,-9.70,0.98,1.03,0.11,-0.54,-0.07,0,0,0,
76265,1,1,5,0.283333,0.300000,-9.75,0.73,0.67,-0.55,-0.31,0.31,0,0,0,
76499,1,1,4,0.283333,0.300000,-9.76,0.14,0.92,1.02,0.37,-0.07,0,0,0,
76735,1,1,5,0.283333,0.300000,-9.69,0.26,1.42,-0.75,0.23,-0.16,0,0,0,
77028,1,1,4,0.283333,0.300000,-9.76,0.09,0.88,1.21,0.10,0.02,0,0,0,
77261,1,1,4,0.283333,0.300000,-9.79,0.26,0.46,0.35,0.80,0.57,0,0,0,
77494,1,1,4,0.283333,0.300000,-9.76,-0.78,0.40,-0.73,1.57,0.72,0,0,0,
77729,1,1,4,0.283333,0.300000,-9.73,-1.02,0.64,0.74,1.45,0.21,0,0,0,
78022,1,1,5,0.283333,0.300000,-9.72,0.08,1.27,-0.29,0.91,-0.23,0,0,0,
78257,1,1,6,0.283333,0.300000,-9.70,0.28,1.39,0.96,0.23,-0.38,0,0,0,
78493,1,1,6,0.283333,0.300000,-9.72,0.67,1.10,-1.34,0.23,0.11,0,0,0,
78726,1,1,5,0.283333,0.300000,-9.77,0.77,0.16,1.48,-0.17,0.68,0,0,0,
78958,1,1,5,0.283333,0.300000,-9.71,1.27,-0.39,-0.45,-0.39,1.22,0,0,0,
79236,1,1,5,40.142326,139.987440,-9.60,1.98,0.14,0.71,-1.26,0.67,0,0,0,
79517,1,1,5,40.142326,139.987440,-9.62,1.76,0.65,-0.48,-0.93,0.27,0,0,0,
79755,1,1,5,40.142326,139.987440,-9.77,0.75,0.09,0.37,-0.12,0.83,0,0,0,
80026,1,1,5,40.142326,139.987440,-9.78,0.63,-0.08,1.00,-0.07,0.86,0,0,0,
80269,1,1,5,40.142326,139.987440,-9.78,0.55,0.43,-0.36,-0.05,0.41,0,0,0,
80506,1,1,5,40.142326,139.987440,-9.74,0.43,1.04,0.55,0.24,-0.07,0,0,0,
80741,1,1,6,40.142326,139.987440,-9.60,0.43,1.91,-0.16,-0.04,-1.04,0,0,0,
81018,1,1,6,40.142326,139.987440,-9.52,0.57,2.25,0.58,-0.48,-1.16,0,0,0,
81256,1,1,6,40.142326,139.987440,-9.71,0.80,1.06,0.19,-1.54,-0.42,0,0,0,
81494,1,1,6,40.142326,139.987440,-9.75,0.94,0.27,0.36,-0.41,0.25,0,0,0,
81731,1,1,6,40.142326,139.987440,-9.76,0.77,0.41,0.29,-0.07,0.19,0,0,0,
81971,1,1,6,40.142326,139.987440,-9.69,0.50,1.38,-0.49,0.06,-0.48,0,0,0,
82225,1,1,6,40.142326,139.987440,-9.64,0.70,1.65,0.71,0.06,-0.64,0,0,0,
82507,1,1,6,40.142326,139.987440,-9.70,0.72,1.22,0.97,0.02,-0.32,0,0,0,
82745,1,1,5,40.142326,139.987440,-9.76,0.38,0.80,-0.68,0.20,0.14,0,0,0,
83016,1,1,5,40.142326,139.987440,-9.74,0.62,0.85,0.39,-0.03,-0.08,0,0,0,
83254,1,1,5,40.142326,139.987440,-9.73,0.79,0.82,0.48,-0.14,0.05,0,0,0,
83607,1,1,5,40.142326,139.987440,-9.67,0.93,1.28,0.24,-0.29,-0.71,0,0,0,
83847,1,1,20,40.142326,139.987440,-9.66,1.36,0.95,0.94,-0.75,-0.53,0,0,0,
84154,1,1,5,40.142326,139.987440,-9.66,1.50,0.69,0.30,-0.33,0.19,0,0,0,
84439,1,1,4,40.142326,139.987440,-9.75,0.88,0.55,0.42,-0.04,0.40,0,0,0,
85027,1,1,4,40.142326,139.987440,-9.79,0.29,0.39,-0.24,0.25,-0.16,0,0,0,
85265,1,1,4,40.142326,139.987440,-9.78,0.58,0.32,0.23,0.27,0.00,0,0,0,
85502,1,1,4,40.142326,139.987440,-9.78,0.53,0.32,0.06,0.18,0.16,0,0,0,
85736,1,1,4,40.142326,139.987440,-9.79,0.49,0.27,0.16,0.22,-0.09,0,0,0,
86029,1,1,4,40.142326,139.987440,-9.78,0.47,0.35,0.15,0.16,0.16,0,0,0,
86264,1,1,5,40.142326,139.987440,-9.77,0.56,0.58,0.53,0.05,0.25,0,0,0,
86502,1,1,4,40.142326,139.987440,-9.74,0.54,0.96,-0.37,0.22,-0.08,0,0,0,
86738,1,1,4,40.142326,139.987440,-9.73,0.48,1.07,1.27,0.30,-0.14,0,0,0,
87034,1,1,4,40.142326,139.987440,-9.75,0.56,0.77,-1.26,0.30,-0.44,0,0,0,
87273,1,1,5,40.142326,139.987440,-9.72,0.88,0.85,0.14,-0.67,-0.72,0,0,0,
87511,1,1,5,40.142326,139.987440,-9.77,0.41,0.63,0.62,0.14,0.24,0,0,0,
87749,1,1,5,40.142326,139.987440,-9.78,0.01,0.62,0.15,0.46,0.37,0,0,0,
88030,1,1,5,40.142326,139.987440,-9.73,0.80,0.88,0.04,-0.04,-0.02,0,0,0,
88268,1,1,5,40.142326,139.987440,-9.59,1.41,1.45,0.40,-0.55,-0.48,0,0,0,
88508,1,1,5,40.142326,139.987440,-9.70,0.67,1.20,0.19,0.03,-0.26,0,0,0,
88742,1,1,4,40.142326,139.987440,-9.77,0.30,0.72,-0.54,0.28,0.12,0,0,0,
89027,1,1,5,40.142326,139.987440,-9.74,0.72,0.80,-0.08,-1.11,-0.81,0,0,0,
89267,1,1,5,40.142326,139.987440,-9.79,0.40,0.39,0.55,0.27,0.28,0,0,0,
89504,1,1,5,40.142326,139.987440,-9.76,0.21,0.87,-0.02,0.40,0.13,0,0,0,
89742,1,1,6,40.142326,139.987440,-9.61,1.32,1.41,0.14,-0.28,-0.31,0,0,0,
89978,1,1,5,40.142326,139.987440,-9.64,1.24,1.27,0.17,-0.38,-0.24,0,0,0,
90221,1,1,5,40.141666,0.000000,-9.75,0.75,0.60,-0.13,-0.07,0.28,0,0,0,
90507,1,1,5,40.141666,0.000000,-9.78,0.56,0.19,0.54,0.24,0.56,0,0,0,
90740,1,1,5,40.141666,0.000000,-9.79,0.46,0.29,-0.91,0.28,0.62,0,0,0,
91023,1,1,5,40.141666,0.000000,-9.69,0.70,1.28,0.23,0.16,-0.57,0,0,0,
91260,1,1,6,40.141666,0.000000,-9.62,0.19,1.87,0.35,0.37,-1.13,0,0,0,
91495,1,1,6,40.141666,0.000000,-9.69,0.00,1.50,0.28,0.48,-0.63,0,0,0,
91728,1,1,6,40.141666,0.000000,-9.75,0.54,0.84,0.01,-0.07,0.06,0,0,0,
92029,1,1,7,40.141666,0.000000,-9.72,0.92,0.87,0.29,-0.42,0.06,0,0,0,
92264,1,1,6,40.141666,0.000000,-9.76,0.51,0.78,0.37,-0.17,0.03,0,0,0,
92500,1,1,6,40.141666,0.000000,-9.77,0.34,0.70,-0.02,0.16,0.21,0,0,0,
92734,1,1,5,40.141666,0.000000,-9.76,0.33,0.83,0.50,0.26,0.49,0,0,0,
93014,1,1,5,40.141666,0.000000,-9.76,0.58,0.73,0.30,-0.03,0.25,0,0,0,
93254,1,1,5,40.141666,0.000000,-9.77,0.60,0.44,0.15,0.01,0.37,0,0,0,
93487,1,1,5,40.141666,0.000000,-9.77,0.45,0.58,0.17,0.24,0.37,0,0,0,
93720,1,1,5,40.141666,0.000000,-9.77,0.12,0.82,0.38,0.44,0.25,0,0,0,
94032,1,1,5,40.141666,0.000000,-9.77,0.16,0.80,-0.15,0.48,0.25,0,0,0,
94268,1,1,5,40.141666,0.000000,-9.78,0.29,0.55,0.76,0.30,0.26,0,0,0,
94501,1,1,5,40.141666,0.000000,-9.79,0.28,0.33,0.15,0.02,0.39,0,0,0,
94734,1,1,5,40.141666,0.000000,-9.69,0.75,1.23,-1.16,-0.24,-0.25,0,0,0,
95037,1,1,6,40.141666,0.000000,-9.45,1.44,2.17,1.37,-0.77,-1.21,0,0,0,
95357,1,1,5,40.141666,0.000000,-9.70,0.76,1.15,-1.63,-0.62,-0.57,0,0,0,
95594,1,1,5,40.141666,0.000000,-9.69,1.04,1.08,0.85,-0.57,-0.13,0,0,0,
95831,1,1,20,40.141666,0.000000,-9.76,0.68,0.66,0.44,-0.21,0.24,0,0,0,
96093,1,1,5,40.142376,139.987400,-9.74,0.72,0.78,-0.50,-0.04,-0.16,0,0,0,
96385,1,1,6,40.142376,139.987400,-9.50,1.27,2.03,0.48,-0.61,-1.05,0,0,0,
96624,1,1,6,40.142376,139.987400,-9.52,1.63,1.69,-0.29,-1.00,-0.56,0,0,0,
96864,1,1,20,40.142376,139.987400,-9.68,1.38,0.64,0.83,-0.90,0.36,0,0,0,
97166,1,1,5,40.142391,139.987400,-9.77,0.72,-0.19,0.08,-0.02,1.20,0,0,0,
97452,1,1,6,40.142391,139.987400,-9.77,0.55,0.62,0.72,-0.03,0.30,0,0,0,
98048,1,1,7,40.142391,139.987400,-9.55,1.27,1.81,-0.50,-0.66,-0.82,0,0,0,
98288,1,1,6,40.142391,139.987400,-9.69,0.82,1.24,-1.15,0.21,-0.17,0,0,0,
98528,1,1,6,40.142391,139.987400,-9.66,-0.62,1.55,0.94,1.08,-0.46,0,0,0,
98763,1,1,6,40.142391,139.987400,-9.69,-0.98,1.09,0.56,1.37,-0.24,0,0,0,
99064,1,1,6,40.142391,139.987400,-9.75,0.62,0.75,-0.26,0.03,-0.04,0,0,0,
99303,1,1,6,40.142391,139.987400,-9.61,1.67,0.93,-0.09,-1.03,-0.01,0,0,0,
99543,1,1,6,40.142391,139.987400,-9.57,1.88,0.96,-0.37,-0.82,0.13,0,0,0,
99781,1,1,6,40.142391,139.987400,-9.73,0.87,0.83,0.69,-0.25,0.06,0,0,0,
100047,1,1,6,40.142391,139.987400,-9.71,0.34,1.26,-0.17,0.37,-0.38,0,0,0,
100287,1,1,6,40.142391,139.987400,-9.69,0.46,1.38,0.58,0.18,-0.43,0,0,0,
100526,1,1,6,40.142391,139.987400,-9.73,0.90,0.70,-0.99,-0.30,0.28,0,0,0,
100775,1,1,6,40.142391,139.987400,-9.71,1.24,0.46,0.00,-0.67,0.39,0,0,0,
101049,1,1,6,40.142391,139.987400,-9.68,1.06,1.11,-0.09,-0.35,-0.11,0,0,0,
101289,1,1,5,40.142391,139.987400,-9.73,0.61,1.03,-0.64,0.18,0.08,0,0,0,
101528,1,1,5,40.142391,139.987400,-9.77,0.35,0.72,0.40,0.54,-0.12,0,0,0,
101765,1,1,6,40.142391,139.987400,-9.71,0.40,1.31,0.72,0.22,-0.24,0,0,0,
