2450,0,16:01:59,35.554943,139.656147, 0.304,-0.063, 0.013,   2.5,     0,     0,     0
2559,0,16:01:59,35.554943,139.656147, 0.342,-0.008, 0.037,  2.48,     0,     0,     0
2667,0,16:01:59,35.554943,139.656147, 0.281,-0.039, 0.044,  2.45,     0,     0,     0
2773,0,16:01:59,35.554943,139.656147, 0.252,-0.084, 0.046,  2.48,     0,     0,     0
2881,0,16:01:59,35.554943,139.656147,  0.28, 0.001, 0.027,  2.44,     0,     0,     0
2995,0,16:02:00,35.554943,139.656147, 0.383, 0.166, 0.026,  2.46,     0,     0,     0
3109,0,16:02:00,35.554943,139.656147, 0.433,-0.038, 0.026,  3.35,     0,     0,     0
3219,0,16:02:00,35.554943,139.656147, 0.437,-0.013,-0.049,  2.47,     0,     0,     0
3327,0,16:02:00,35.554943,139.656147, 0.368,-0.038, 0.032,  0.19,     0,     0,     0
3434,0,16:02:00,35.554943,139.656147, 0.108, 0.107, 0.048,  2.49,     0,     0,     0
3542,0,16:02:00,35.554943,139.656147,-0.174, 0.057, -0.07,  2.47,     0,     0,     0
3650,0,16:02:00,35.554943,139.656147, 0.009,-0.129,-0.059,  2.51,     0,     0,     0
3756,0,16:02:00,35.554943,139.656147, 0.122,  0.01,-0.153,   2.5,     0,     0,     0
3862,0,16:02:00,35.554943,139.656147, 0.291,-0.063,-0.172,  2.43,     0,     0,     0
3969,0,16:02:01,35.554943,139.656145,  0.07,-0.122,-0.197,   2.5,     0,     0,     0
4076,0,16:02:01,35.554943,139.656145, 0.268, -0.07,-0.279,  11.7,     0,     0,     0
4184,0,16:02:01,35.554943,139.656145, 0.151, 0.092,-0.137,  2.52,     0,     0,     0
4301,0,16:02:01,35.554943,139.656145,-0.212, 0.228,-0.112,   2.5,     0,     0,     0
4408,0,16:02:01,35.554943,139.656145,-0.187, 0.043,-0.281,  2.43,     0,     0,     0
4515,0,16:02:01,35.554943,139.656145,-0.476, 0.047,-0.348,  3.41,     0,     0,     0
4622,0,16:02:01,35.554943,139.656145,-1.103,-0.092,-0.203,  3.39,     0,     0,     0
4727,0,16:02:01,35.554943,139.656145,-0.992,-0.513,-0.122,  3.37,     0,     0,     0
4836,0,16:02:01,35.554943,139.656145,-0.346, 0.114, 0.129,  3.54,     0,     0,     0
4945,0,16:02:02,35.554945,139.656145, 0.299, 0.309, 0.092,  3.45,     0,     0,     0
5052,0,16:02:02,35.554945,139.656145, 0.263,  0.11,-0.012,  3.44,     0,     0,     0
5159,0,16:02:02,35.554945,139.656145,-0.032, 0.001, 0.048,  3.44,     0,     0,     0
5266,0,16:02:02,35.554945,139.656145, 0.173, 0.298, 0.111,  2.51,     0,     0,     0
5373,0,16:02:02,35.554945,139.656145, 0.277,-0.013, 0.093,  2.46,     0,     0,     0
5489,0,16:02:02,35.554945,139.656145, 0.158, 0.073, 0.071,  2.55,     0,     0,     0
5598,0,16:02:02,35.554945,139.656145, 0.029,-0.004,  0.06,  3.55,     0,     0,     0
5705,0,16:02:02,35.554945,139.656145, 0.004,-0.008, 0.087,  2.42,     0,     0,     0
5811,0,16:02:02,35.554945,139.656145, 0.033,-0.009, 0.026,  2.49,     0,     0,     0
5918,0,16:02:03,35.554945,139.656145, 0.008,-0.023, 0.004,  2.52,     0,     0,     0
6025,0,16:02:03,35.554945,139.656145,-0.026, 0.004, 0.004,  3.32,     0,     0,     0
6138,0,16:02:03,35.554945,139.656145,-0.007,-0.012, 0.011,  2.53,     0,     0,     0
6245,0,16:02:03,35.554945,139.656145, 0.012,-0.098,-0.001,  3.38,     0,     0,     0
6352,0,16:02:03,35.554945,139.656145, -0.01,-0.078, 0.007,   3.4,     0,     0,     0
6461,0,16:02:03,35.554945,139.656145, -0.01,-0.073,  0.02,  2.48,     0,     0,     0
6567,0,16:02:03,35.554945,139.656145, 0.041,-0.063, 0.032,  2.46,     0,     0,     0
6673,0,16:02:03,35.554945,139.656145, 0.046,-0.012, 0.047,  2.52,     0,     0,     0
6780,0,16:02:03,35.554945,139.656145,-0.009, 0.009, 0.046,   2.5,     0,     0,     0
6886,0,16:02:03,35.554945,139.656145,-0.004,-0.013, 0.037,  3.44,     0,     0,     0
6993,0,16:02:04,35.554945,139.656143,-0.011,-0.012, 0.034,  3.44,     0,     0,     0
7108,0,16:02:04,35.554945,139.656143, -0.02, 0.023, 0.046,  3.34,     0,     0,     0
7215,0,16:02:04,35.554945,139.656143,-0.021, 0.017, 0.042,  3.43,     0,     0,     0
7324,0,16:02:04,35.554945,139.656143,-0.031, 0.012, 0.044,  3.32,     0,     0,     0
7431,0,16:02:04,35.554945,139.656143,-0.071, 0.012, 0.052,  2.52,     0,     0,     0
7537,0,16:02:04,35.554945,139.656143,-0.138,-0.033, 0.311,  2.46,     0,     0,     0
7644,0,16:02:04,35.554945,139.656143, -0.21,-0.057, 0.264,  2.45,     0,     0,     0
7752,0,16:02:04,35.554945,139.656143,-0.186, 0.068,-0.009,  2.45,     0,     0,     0
7858,0,16:02:04,35.554945,139.656143,-0.012,-0.011,  0.02,  2.46,     0,     0,     0
7966,0,16:02:05,35.554943,139.656142,-0.081,-0.192, 0.117,  2.45,     0,     0,     0
8073,0,16:02:05,35.554943,139.656142,-0.221,-0.066, 0.086,  2.47,     0,     0,     0
8179,0,16:02:05,35.554943,139.656142,-0.328,  0.08, 0.029,  2.49,     0,     0,     0
8285,0,16:02:05,35.554943,139.656142,-0.366, 0.109, 0.051,  3.38,     0,     0,     0
8392,0,16:02:05,35.554943,139.656142,-0.068,  0.07,-0.047,  3.36,     0,     0,     0
8499,0,16:02:05,35.554943,139.656142, 0.112, 0.008,-0.046,  3.39,     0,     0,     0
8607,0,16:02:05,35.554943,139.656142,-0.008,-0.047,-0.091,  2.47,     0,     0,     0
8713,0,16:02:05,35.554943,139.656142,-0.384,-0.166,-0.117,  3.34,     0,     0,     0
8820,0,16:02:05,35.554943,139.656142,-0.263,-0.034,-0.229,  3.48,     0,     0,     0
8928,0,16:02:06,35.554943,139.656140, 0.027, -0.12,-0.132,  3.36,     0,     0,     0
9034,0,16:02:06,35.554943,139.656140,-0.062, -0.14,-0.013,  3.32,     0,     0,     0
9140,0,16:02:06,35.554943,139.656140,-0.323,-0.016, 0.048,  3.38,     0,     0,     0
9248,0,16:02:06,35.554943,139.656140,-0.217, 0.078, 0.063,  3.35,     0,     0,     0
9356,0,16:02:06,35.554943,139.656140, 0.022, 0.052, 0.019,  2.44,     0,     0,     0
9462,0,16:02:06,35.554943,139.656140,-0.002, 0.166, 0.069,  2.46,     0,     0,     0
9571,0,16:02:06,35.554943,139.656140,  0.29, 0.108, 0.022,   3.4,     0,     0,     0
9677,0,16:02:06,35.554943,139.656140, 0.476, 0.046,-0.008,  2.49,     0,     0,     0
9783,0,16:02:06,35.554943,139.656140, 0.441, -0.04,-0.077,  3.39,     0,     0,     0
9889,0,16:02:06,35.554943,139.656140, 0.277, 0.077,-0.079,   2.5,     0,     0,     0
9996,0,16:02:07,35.554945,139.656138, 0.627,-0.127, 0.069,  2.51,     0,     0,     0
10103,0,16:02:07,35.554945,139.656138, 0.287, 0.132, 0.263,  3.36,     0,     0,     0
10212,0,16:02:07,35.554945,139.656138, 0.757, 0.267, 0.074,   2.5,     0,     0,     0
