2449,0,13:53:18,35.556,139.655,-0.072,0.016,0.037,78.4,0,0
2656,0,13:53:18,35.556,139.655,-0.02,0.007,-0.001,8.54,0,0
2861,0,13:53:19,35.556,139.655,-0.063,0.037,0.087,6.28,0,0
3166,0,13:53:19,35.556,139.655,-0.02,0.01,0.0,0.0,0,0
3376,0,13:53:19,35.556,139.655,-0.011,0.002,-0.002,69.28,0,0
3581,0,13:53:19,35.556,139.655,-0.011,0.006,0.001,16.08,0,0
3788,0,13:53:20,35.556,139.655,-0.01,0.002,0.001,16.99,0,0
3996,0,13:53:20,35.556,139.655,-0.009,0.0,0.0,17.04,0,0
4202,0,13:53:20,35.556,139.655,0.002,0.003,0.0,17.54,0,0
4409,0,13:53:20,35.556,139.655,0.001,0.004,-0.002,15.79,0,0
4617,0,13:53:20,35.556,139.655,0.001,-0.006,0.001,17.08,0,0
4823,0,13:53:21,35.556,139.655,0.004,-0.001,0.0,16.15,0,0
5030,0,13:53:21,35.556,139.655,-0.001,0.003,0.001,16.14,0,0
5238,0,13:53:21,35.556,139.655,-0.002,0.028,-0.002,15.82,0,0
5443,0,13:53:21,35.556,139.655,0.992,0.028,0.029,8.13,0,0
5650,0,13:53:21,35.556,139.655,0.191,0.053,0.129,5.36,0,0
5868,0,13:53:22,35.555,139.655,0.58,0.103,0.163,4.74,0,0
6073,0,13:53:22,35.555,139.655,-0.46,0.124,0.313,4.68,0,0
6279,0,13:53:22,35.555,139.655,-0.403,0.207,0.399,4.18,0,0
6484,0,13:53:22,35.555,139.655,-0.088,-0.027,-0.073,5.89,0,0
6692,0,13:53:23,35.556,139.655,-1.156,0.181,-0.538,15.36,0,0
6898,0,13:53:23,35.556,139.655,0.1,-0.014,0.003,14.63,0,0
7106,0,13:53:23,35.556,139.655,0.063,-0.108,-0.019,14.68,0,0
7311,0,13:53:23,35.556,139.655,0.58,-0.01,0.02,16.72,0,0
7520,0,13:53:23,35.556,139.655,0.464,-0.041,0.296,67.29,0,0
7729,0,13:53:24,35.556,139.655,0.449,0.072,0.193,70.55,0,0
7946,0,13:53:24,35.556,139.655,0.016,0.018,0.076,182.14,0,0
8158,0,13:53:24,35.556,139.655,-0.311,-0.098,-0.221,71.1,0,0
8369,0,13:53:24,35.556,139.655,0.144,-0.117,-0.169,71.66,0,0
8581,0,13:53:24,35.556,139.655,-0.316,-0.062,-0.098,133.19,0,0
8791,0,13:53:25,35.556,139.655,-0.124,-0.003,-0.443,67.79,0,0
9001,0,13:53:25,35.556,139.655,-0.32,0.332,-0.584,64.85,0,0
9212,0,13:53:25,35.556,139.655,0.638,-0.026,0.102,65.43,0,0
9420,0,13:53:25,35.556,139.655,0.161,0.04,-0.104,68.13,0,0
9627,0,13:53:25,35.556,139.655,-0.039,0.051,-0.059,23.93,0,0
9839,0,13:53:26,35.556,139.655,-0.152,-0.031,-0.148,80.54,0,0
10052,0,13:53:26,35.556,139.655,-0.067,-0.221,0.194,80.22,0,0
10261,0,13:53:26,35.556,139.655,3.367,0.184,0.11,20.79,0,0
10472,0,13:53:26,35.556,139.655,-0.001,0.006,0.007,89.59,0,0
10685,0,13:53:27,35.556,139.655,0.007,-0.001,0.008,117.05,0,0
10895,0,13:53:27,35.556,139.655,0.004,0.0,0.001,68.06,0,0
11106,0,13:53:27,35.556,139.655,0.001,0.003,0.002,68.83,0,0
11316,0,13:53:27,35.556,139.655,0.0,-0.002,0.0,67.99,0,0
11526,0,13:53:27,35.556,139.655,-0.004,0.002,-0.002,68.34,0,0
11736,0,13:53:28,35.556,139.655,0.0,-0.001,0.0,69.71,0,0
11948,0,13:53:28,35.556,139.655,0.003,-0.003,0.002,69.33,0,0
12158,0,13:53:28,35.556,139.655,-0.006,0.0,0.001,68.38,0,0
12368,0,13:53:28,35.556,139.655,0.002,0.002,0.001,68.18,0,0
12578,0,13:53:28,35.556,139.655,0.004,0.0,0.001,68.81,0,0
12789,1,13:53:29,35.556,139.655,0.002,0.001,0.0,70.91,0,0
13000,1,13:53:29,35.556,139.655,0.0,-0.002,0.001,70.89,0,0
13210,1,13:53:29,35.556,139.655,0.002,-0.001,0.001,70.14,0,0
13420,1,13:53:29,35.556,139.655,0.001,0.001,-0.001,69.68,0,0
13630,1,13:53:29,35.556,139.655,-0.001,0.0,0.0,70.53,0,0
13841,1,13:53:30,35.556,139.655,0.0,-0.001,-0.001,69.66,0,0
14052,1,13:53:30,35.556,139.655,-0.004,0.0,0.003,70.54,0,0
14263,1,13:53:30,35.556,139.655,0.0,-0.002,0.0,70.17,0,0
14473,1,13:53:30,35.556,139.655,0.0,0.001,0.0,74.27,0,0
14683,1,13:53:31,35.556,139.655,0.0,0.002,-0.002,70.99,0,0
14893,1,13:53:31,35.556,139.655,-0.001,-0.001,-0.001,70.09,0,0
15104,1,13:53:31,35.556,139.655,0.0,-0.001,-0.001,68.94,0,0
15314,1,13:53:31,35.556,139.655,-0.001,-0.001,0.0,70.15,0,0
15524,1,13:53:31,35.556,139.655,0.001,-0.001,0.001,70.52,0,0
15733,1,13:53:32,35.556,139.655,-0.001,0.001,0.001,70.5,0,0
15944,1,13:53:32,35.556,139.655,0.001,0.004,0.0,69.78,0,0
16155,1,13:53:32,35.556,139.655,-0.002,0.002,0.0,70.99,0,0
16366,1,13:53:32,35.556,139.655,-0.002,-0.002,0.0,70.56,0,0
16576,1,13:53:32,35.556,139.655,-0.002,0.001,0.001,73.91,0,0
16786,1,13:53:33,35.556,139.655,-0.002,0.001,0.001,71.08,0,0
16997,1,13:53:33,35.556,139.655,0.001,0.0,0.001,70.09,0,0
17208,1,13:53:33,35.556,139.655,0.002,-0.004,-0.002,70.18,0,0
17418,1,13:53:33,35.556,139.655,-0.002,0.002,-0.001,69.29,0,0
